"name","id","start","end","chromosome"
"PLOD1","PLOD1",0,0,0
"PSMD2","PSMD2",0,0,0
"RAP1B","RAP1B",0,0,0
"BCAP31","BCAP31",0,0,0
"KARS","KARS",0,0,0
"EPRS","EPRS",0,0,0
"PRDX6","PRDX6",0,0,0
"PPP1CA","PPP1CA",0,0,0
"IST1","IST1",0,0,0
"GNB2","GNB2",0,0,0
"CNOT1","CNOT1",0,0,0
"DHCR24","DHCR24",0,0,0
"STRAP","STRAP",0,0,0
"PSAP","PSAP",0,0,0
"DNAJA1","DNAJA1",0,0,0
"CKB","CKB",0,0,0
"PGAM1","PGAM1",0,0,0
"FKBP4","FKBP4",0,0,0
"HDGF","HDGF",0,0,0
"M6PR","M6PR",0,0,0
"SEP15","SEP15",0,0,0
"AHCY","AHCY",0,0,0
"PALLD","PALLD",0,0,0
"SNORA52","SNORA52",0,0,0
"CCT3","CCT3",0,0,0
"PPM1G","PPM1G",0,0,0
"SRPR","SRPR",0,0,0
"BTG1","BTG1",0,0,0
"KDELR1","KDELR1",0,0,0
"LGALS3BP","LGALS3BP",0,0,0
"SLC3A2","SLC3A2",0,0,0
"VCL","VCL",0,0,0
"DEK","DEK",0,0,0
"RPL8","RPL8",0,0,0
"HSBP1","HSBP1",0,0,0
"HMGN1","HMGN1",0,0,0
"GLUD1","GLUD1",0,0,0
"MLF2","MLF2",0,0,0
"ARPC1A","ARPC1A",0,0,0
"IMMT","IMMT",0,0,0
"SSRP1","SSRP1",0,0,0
"SDCBP","SDCBP",0,0,0
"SEPHS2","SEPHS2",0,0,0
"UBA1","UBA1",0,0,0
"PPIB","PPIB",0,0,0
"PPT1","PPT1",0,0,0
"MDH1","MDH1",0,0,0
"SERPING1","SERPING1",0,0,0
"HIF1A","HIF1A",0,0,0
"TRIM28","TRIM28",0,0,0
"SNX17","SNX17",0,0,0
"IPO7","IPO7",0,0,0
"AARS","AARS",0,0,0
"SSR4","SSR4",0,0,0
"HADHB","HADHB",0,0,0
"TXNIP","TXNIP",0,0,0
"RPN1","RPN1",0,0,0
"EIF1AX","EIF1AX",0,0,0
"TAF7","TAF7",0,0,0
"CD99","CD99",0,0,0
"BLCAP","BLCAP",0,0,0
"RAD23A","RAD23A",0,0,0
"RPS18","RPS18",0,0,0
"PLD3","PLD3",0,0,0
"ANP32A","ANP32A",0,0,0
"GOLGB1","GOLGB1",0,0,0
"STOM","STOM",0,0,0
"PABPC4","PABPC4",0,0,0
"CYC1","CYC1",0,0,0
"MMP2","MMP2",0,0,0
"SMARCC1","SMARCC1",0,0,0
"TM9SF2","TM9SF2",0,0,0
"PIP4K2B","PIP4K2B",0,0,0
"ATP6V1B2","ATP6V1B2",0,0,0
"RBBP7","RBBP7",0,0,0
"DAP","DAP",0,0,0
"ARF4","ARF4",0,0,0
"NBPF25P","NBPF25P",0,0,0
"LGALS1","LGALS1",0,0,0
"GPX4","GPX4",0,0,0
"POLD2","POLD2",0,0,0
"CPE","CPE",0,0,0
"PGD","PGD",0,0,0
"COX8A","COX8A",0,0,0
"PGRMC1","PGRMC1",0,0,0
"MGAT1","MGAT1",0,0,0
"CDH1","CDH1",0,0,0
"HNRNPH2","HNRNPH2",0,0,0
"PJA2","PJA2",0,0,0
"ECHS1","ECHS1",0,0,0
"PLP2","PLP2",0,0,0
"SSB","SSB",0,0,0
"GPNMB","GPNMB",0,0,0
"EIF2S1","EIF2S1",0,0,0
"NFE2L2","NFE2L2",0,0,0
"TIMP3","TIMP3",0,0,0
"RAB5C","RAB5C",0,0,0
"NMT1","NMT1",0,0,0
"PUM1","PUM1",0,0,0
"BHLHE40","BHLHE40",0,0,0
"TERF2IP","TERF2IP",0,0,0
"TMX2","TMX2",0,0,0
"ARCN1","ARCN1",0,0,0
"GNAI3","GNAI3",0,0,0
"CHD4","CHD4",0,0,0
"HTRA1","HTRA1",0,0,0
"PITPNA","PITPNA",0,0,0
"SEPW1","SEPW1",0,0,0
"SLC7A5","SLC7A5",0,0,0
"AMD1","AMD1",0,0,0
"PSMD1","PSMD1",0,0,0
"CREG1","CREG1",0,0,0
"PCNA","PCNA",0,0,0
"TNFAIP1","TNFAIP1",0,0,0
"HDAC1","HDAC1",0,0,0
"LGMN","LGMN",0,0,0
"PLS3","PLS3",0,0,0
"ERP29","ERP29",0,0,0
"SRRM1","SRRM1",0,0,0
"PSMD13","PSMD13",0,0,0
"ILK","ILK",0,0,0
"BTG2","BTG2",0,0,0
"CAPZA2","CAPZA2",0,0,0
"DDX1","DDX1",0,0,0
"RAF1","RAF1",0,0,0
"SLC2A1","SLC2A1",0,0,0
"PSMC4","PSMC4",0,0,0
"CDIPT","CDIPT",0,0,0
"COX7A2L","COX7A2L",0,0,0
"SYPL1","SYPL1",0,0,0
"TXNRD1","TXNRD1",0,0,0
"PSMC3","PSMC3",0,0,0
"RALY","RALY",0,0,0
"AKR1B1","AKR1B1",0,0,0
"SRP9","SRP9",0,0,0
"FDPS","FDPS",0,0,0
"RAB5B","RAB5B",0,0,0
"HNRNPAB","HNRNPAB",0,0,0
"ADRM1","ADRM1",0,0,0
"OGDH","OGDH",0,0,0
"SDC1","SDC1",0,0,0
"ARHGDIB","ARHGDIB",0,0,0
"ANXA4","ANXA4",0,0,0
"EIF4A3","EIF4A3",0,0,0
"ANP32B","ANP32B",0,0,0
"SH3BGRL","SH3BGRL",0,0,0
"ENO2","ENO2",0,0,0
"STK25","STK25",0,0,0
"MYL12A","MYL12A",0,0,0
"SMARCC2","SMARCC2",0,0,0
"ATP5B","ATP5B",0,0,0
"CCT6A","CCT6A",0,0,0
"RARS","RARS",0,0,0
"STAT6","STAT6",0,0,0
"ENC1","ENC1",0,0,0
"SNRPC","SNRPC",0,0,0
"UBE2D2","UBE2D2",0,0,0
"ADIPOR2","ADIPOR2",0,0,0
"SLC9A3R1","SLC9A3R1",0,0,0
"TMEM109","TMEM109",0,0,0
"OAZ2","OAZ2",0,0,0
"CUL3","CUL3",0,0,0
"PPP2CB","PPP2CB",0,0,0
"HNRNPF","HNRNPF",0,0,0
"TPD52L2","TPD52L2",0,0,0
"NBR1","NBR1",0,0,0
"DHX15","DHX15",0,0,0
"UCHL1","UCHL1",0,0,0
"PSMD3","PSMD3",0,0,0
"ITGA5","ITGA5",0,0,0
"IGF2R","IGF2R",0,0,0
"SGTA","SGTA",0,0,0
"PSMB3","PSMB3",0,0,0
"RPL36A-HNRNPH2","RPL36A-HNRNPH2",0,0,0
"HSD17B4","HSD17B4",0,0,0
"BAP1","BAP1",0,0,0
"WDR77","WDR77",0,0,0
"IFI30","IFI30",0,0,0
"ALDH2","ALDH2",0,0,0
"VIM","VIM",0,0,0
"CLDN4","CLDN4",0,0,0
"PTDSS1","PTDSS1",0,0,0
"TTC1","TTC1",0,0,0
"COL6A3","COL6A3",0,0,0
"GBF1","GBF1",0,0,0
"COX6B1","COX6B1",0,0,0
"ATP6AP2","ATP6AP2",0,0,0
"TIA1","TIA1",0,0,0
"RUVBL2","RUVBL2",0,0,0
"SCRN1","SCRN1",0,0,0
"TALDO1","TALDO1",0,0,0
"GSTO1","GSTO1",0,0,0
"VBP1","VBP1",0,0,0
"JUNB","JUNB",0,0,0
"ITGA3","ITGA3",0,0,0
"SUPT5H","SUPT5H",0,0,0
"SUPT4H1","SUPT4H1",0,0,0
"RCN2","RCN2",0,0,0
"PPIF","PPIF",0,0,0
"AHSA1","AHSA1",0,0,0
"RPL41","RPL41",0,0,0
"PPP1R11","PPP1R11",0,0,0
"TGFBI","TGFBI",0,0,0
"PFDN1","PFDN1",0,0,0
"IGFBP4","IGFBP4",0,0,0
"AAMP","AAMP",0,0,0
"TSN","TSN",0,0,0
"SRM","SRM",0,0,0
"CBX1","CBX1",0,0,0
"TOMM70A","TOMM70A",0,0,0
"NCBP2","NCBP2",0,0,0
"APOD","APOD",0,0,0
"ARF5","ARF5",0,0,0
"ATP6V1F","ATP6V1F",0,0,0
"ZFP36","ZFP36",0,0,0
"UBL3","UBL3",0,0,0
"DUSP3","DUSP3",0,0,0
"ZNHIT1","ZNHIT1",0,0,0
"BCL2L2-PABPN1","BCL2L2-PABPN1",0,0,0
"MCM3","MCM3",0,0,0
"CLSTN1","CLSTN1",0,0,0
"UQCRQ","UQCRQ",0,0,0
"ETF1","ETF1",0,0,0
"NME1","NME1",0,0,0
"PODXL","PODXL",0,0,0
"FAT1","FAT1",0,0,0
"DDX39A","DDX39A",0,0,0
"IRAK1","IRAK1",0,0,0
"PPP4R1","PPP4R1",0,0,0
"KRT18","KRT18",0,0,0
"COX7A2","COX7A2",0,0,0
"INPPL1","INPPL1",0,0,0
"OAT","OAT",0,0,0
"PHB2","PHB2",0,0,0
"IFITM2","IFITM2",0,0,0
"PPP1R12A","PPP1R12A",0,0,0
"CNN2","CNN2",0,0,0
"PWP1","PWP1",0,0,0
"ALDH9A1","ALDH9A1",0,0,0
"RUVBL1","RUVBL1",0,0,0
"SND1","SND1",0,0,0
"DARS","DARS",0,0,0
"INSIG1","INSIG1",0,0,0
"RRAGA","RRAGA",0,0,0
"IER3","IER3",0,0,0
"EIF2B1","EIF2B1",0,0,0
"BST2","BST2",0,0,0
"IFNGR2","IFNGR2",0,0,0
"UBE2L6","UBE2L6",0,0,0
"COPS5","COPS5",0,0,0
"HSPG2","HSPG2",0,0,0
"ARL1","ARL1",0,0,0
"ACSL3","ACSL3",0,0,0
"TIMP1","TIMP1",0,0,0
"GJA1","GJA1",0,0,0
"GYS1","GYS1",0,0,0
"HMCES","HMCES",0,0,0
"PMPCB","PMPCB",0,0,0
"PNP","PNP",0,0,0
"DNMT1","DNMT1",0,0,0
"SRSF9","SRSF9",0,0,0
"PSMC6","PSMC6",0,0,0
"CCND3","CCND3",0,0,0
"PPP1R10","PPP1R10",0,0,0
"PSMD7","PSMD7",0,0,0
"PEX19","PEX19",0,0,0
"NIPSNAP1","NIPSNAP1",0,0,0
"MYBL2","MYBL2",0,0,0
"TUBG1","TUBG1",0,0,0
"ACIN1","ACIN1",0,0,0
"MRPL49","MRPL49",0,0,0
"LAPTM5","LAPTM5",0,0,0
"CDC123","CDC123",0,0,0
"KIAA0100","KIAA0100",0,0,0
"CLCN3","CLCN3",0,0,0
"SGK1","SGK1",0,0,0
"CD14","CD14",0,0,0
"ECE1","ECE1",0,0,0
"JOSD1","JOSD1",0,0,0
"COX6C","COX6C",0,0,0
"RPA2","RPA2",0,0,0
"NDUFS5","NDUFS5",0,0,0
"TSG101","TSG101",0,0,0
"WSB2","WSB2",0,0,0
"ELAC2","ELAC2",0,0,0
"SNRPA","SNRPA",0,0,0
"SCAMP3","SCAMP3",0,0,0
"NCAPD2","NCAPD2",0,0,0
"RNF13","RNF13",0,0,0
"AIP","AIP",0,0,0
"ADAR","ADAR",0,0,0
"DDX42","DDX42",0,0,0
"DHCR7","DHCR7",0,0,0
"AEBP1","AEBP1",0,0,0
"LBR","LBR",0,0,0
"VARS","VARS",0,0,0
"OSBP","OSBP",0,0,0
"SLC29A1","SLC29A1",0,0,0
"POLR2B","POLR2B",0,0,0
"PRKAG1","PRKAG1",0,0,0
"SH3BP5","SH3BP5",0,0,0
"TOMM7","TOMM7",0,0,0
"TBC1D5","TBC1D5",0,0,0
"GBAS","GBAS",0,0,0
"LPCAT1","LPCAT1",0,0,0
"KRT5","KRT5",0,0,0
"SCCPDH","SCCPDH",0,0,0
"SMARCD2","SMARCD2",0,0,0
"FAM127A","FAM127A",0,0,0
"NET1","NET1",0,0,0
"USO1","USO1",0,0,0
"PRKAB1","PRKAB1",0,0,0
"SUPT7L","SUPT7L",0,0,0
"EPCAM","EPCAM",0,0,0
"NEDD8","NEDD8",0,0,0
"HSPB1","HSPB1",0,0,0
"BNIP3","BNIP3",0,0,0
"CAPG","CAPG",0,0,0
"SH3GL1","SH3GL1",0,0,0
"CDC25B","CDC25B",0,0,0
"SRGN","SRGN",0,0,0
"PLAT","PLAT",0,0,0
"FAM32A","FAM32A",0,0,0
"GDI1","GDI1",0,0,0
"TOMM34","TOMM34",0,0,0
"ABCE1","ABCE1",0,0,0
"CYB5R3","CYB5R3",0,0,0
"IMPDH2","IMPDH2",0,0,0
"PSRC1","PSRC1",0,0,0
"CKS1B","CKS1B",0,0,0
"UBE2A","UBE2A",0,0,0
"AKR1A1","AKR1A1",0,0,0
"UQCRC1","UQCRC1",0,0,0
"DVL3","DVL3",0,0,0
"RPS4Y1","RPS4Y1",0,0,0
"COASY","COASY",0,0,0
"NSA2","NSA2",0,0,0
"PRDX4","PRDX4",0,0,0
"CD55","CD55",0,0,0
"ETFA","ETFA",0,0,0
"CHMP1A","CHMP1A",0,0,0
"WDR82","WDR82",0,0,0
"EIF4G3","EIF4G3",0,0,0
"CDK2AP1","CDK2AP1",0,0,0
"PLK2","PLK2",0,0,0
"HEXB","HEXB",0,0,0
"FURIN","FURIN",0,0,0
"CCT2","CCT2",0,0,0
"GNL2","GNL2",0,0,0
"ALCAM","ALCAM",0,0,0
"CIB1","CIB1",0,0,0
"ARPC1B","ARPC1B",0,0,0
"CCNC","CCNC",0,0,0
"GNPAT","GNPAT",0,0,0
"MYCBP2","MYCBP2",0,0,0
"NDUFS2","NDUFS2",0,0,0
"PGM1","PGM1",0,0,0
"ATP6V1A","ATP6V1A",0,0,0
"KIAA0196","KIAA0196",0,0,0
"CREBL2","CREBL2",0,0,0
"SPEN","SPEN",0,0,0
"DYNLT1","DYNLT1",0,0,0
"NDUFA6","NDUFA6",0,0,0
"NID1","NID1",0,0,0
"TWF2","TWF2",0,0,0
"EXT2","EXT2",0,0,0
"MEST","MEST",0,0,0
"EPHX1","EPHX1",0,0,0
"LTF","LTF",0,0,0
"LANCL1","LANCL1",0,0,0
"ALDOC","ALDOC",0,0,0
"EFNA1","EFNA1",0,0,0
"ASNA1","ASNA1",0,0,0
"TMEM184B","TMEM184B",0,0,0
"BCKDK","BCKDK",0,0,0
"RB1CC1","RB1CC1",0,0,0
"UBE4A","UBE4A",0,0,0
"FIBP","FIBP",0,0,0
"HARS","HARS",0,0,0
"SMS","SMS",0,0,0
"CBX6","CBX6",0,0,0
"ZMYM4","ZMYM4",0,0,0
"RAI14","RAI14",0,0,0
"CTR9","CTR9",0,0,0
"SEL1L","SEL1L",0,0,0
"SDC4","SDC4",0,0,0
"OPTN","OPTN",0,0,0
"PLTP","PLTP",0,0,0
"BIRC2","BIRC2",0,0,0
"NDUFAB1","NDUFAB1",0,0,0
"COPS3","COPS3",0,0,0
"IER2","IER2",0,0,0
"MX1","MX1",0,0,0
"CTSL","CTSL",0,0,0
"SLC39A6","SLC39A6",0,0,0
"ARL2BP","ARL2BP",0,0,0
"PAF1","PAF1",0,0,0
"TSPO","TSPO",0,0,0
"RALB","RALB",0,0,0
"IGBP1","IGBP1",0,0,0
"MCM2","MCM2",0,0,0
"PEPD","PEPD",0,0,0
"ARFIP2","ARFIP2",0,0,0
"SLC4A2","SLC4A2",0,0,0
"NOC2L","NOC2L",0,0,0
"DPF2","DPF2",0,0,0
"CPNE3","CPNE3",0,0,0
"CHMP2A","CHMP2A",0,0,0
"PLIN3","PLIN3",0,0,0
"ABL1","ABL1",0,0,0
"TRAK2","TRAK2",0,0,0
"ACTR1B","ACTR1B",0,0,0
"ZMYND11","ZMYND11",0,0,0
"LY6E","LY6E",0,0,0
"PYCR1","PYCR1",0,0,0
"UBAC1","UBAC1",0,0,0
"PKN1","PKN1",0,0,0
"CNOT8","CNOT8",0,0,0
"MMS19","MMS19",0,0,0
"TAF9","TAF9",0,0,0
"VEZF1","VEZF1",0,0,0
"CHPF","CHPF",0,0,0
"ERCC3","ERCC3",0,0,0
"GAS6","GAS6",0,0,0
"PRKCZ","PRKCZ",0,0,0
"BLMH","BLMH",0,0,0
"MVP","MVP",0,0,0
"SUSD6","SUSD6",0,0,0
"KAT2A","KAT2A",0,0,0
"PLOD3","PLOD3",0,0,0
"PPP2R5A","PPP2R5A",0,0,0
"SRPK1","SRPK1",0,0,0
"BLVRB","BLVRB",0,0,0
"AMFR","AMFR",0,0,0
"VASP","VASP",0,0,0
"ARFGAP3","ARFGAP3",0,0,0
"STT3A","STT3A",0,0,0
"CRK","CRK",0,0,0
"NPTN","NPTN",0,0,0
"CHERP","CHERP",0,0,0
"PARP4","PARP4",0,0,0
"PLK1","PLK1",0,0,0
"TSPAN7","TSPAN7",0,0,0
"CDK4","CDK4",0,0,0
"PRPF3","PRPF3",0,0,0
"RAB13","RAB13",0,0,0
"CD2BP2","CD2BP2",0,0,0
"STXBP1","STXBP1",0,0,0
"CYB5R1","CYB5R1",0,0,0
"TOMM40","TOMM40",0,0,0
"TDP2","TDP2",0,0,0
"NAE1","NAE1",0,0,0
"FBXO28","FBXO28",0,0,0
"PDGFRB","PDGFRB",0,0,0
"G6PD","G6PD",0,0,0
"SHFM1","SHFM1",0,0,0
"HSD17B10","HSD17B10",0,0,0
"SERPINF1","SERPINF1",0,0,0
"CDKN1A","CDKN1A",0,0,0
"CTSH","CTSH",0,0,0
"NDUFA1","NDUFA1",0,0,0
"LAMTOR5","LAMTOR5",0,0,0
"RSRC2","RSRC2",0,0,0
"POLR2G","POLR2G",0,0,0
"TAP1","TAP1",0,0,0
"SREBF1","SREBF1",0,0,0
"GGPS1","GGPS1",0,0,0
"ACBD3","ACBD3",0,0,0
"ATP5J","ATP5J",0,0,0
"CSK","CSK",0,0,0
"UNG","UNG",0,0,0
"BCKDHA","BCKDHA",0,0,0
"TK1","TK1",0,0,0
"FABP5","FABP5",0,0,0
"TOR1A","TOR1A",0,0,0
"ITGAV","ITGAV",0,0,0
"PSMD12","PSMD12",0,0,0
"GTF2F1","GTF2F1",0,0,0
"SNX19","SNX19",0,0,0
"MAML1","MAML1",0,0,0
"SEC24C","SEC24C",0,0,0
"SPOCK1","SPOCK1",0,0,0
"MXI1","MXI1",0,0,0
"ACADS","ACADS",0,0,0
"TRAM2","TRAM2",0,0,0
"TCEAL4","TCEAL4",0,0,0
"SERPINA3","SERPINA3",0,0,0
"ADAM9","ADAM9",0,0,0
"GNPDA1","GNPDA1",0,0,0
"KIAA0430","KIAA0430",0,0,0
"RGS2","RGS2",0,0,0
"HTT","HTT",0,0,0
"KLF10","KLF10",0,0,0
"ABCF3","ABCF3",0,0,0
"NSF","NSF",0,0,0
"SRF","SRF",0,0,0
"IFI27","IFI27",0,0,0
"USP1","USP1",0,0,0
"ERCC5","ERCC5",0,0,0
"HSPBP1","HSPBP1",0,0,0
"DNAJC7","DNAJC7",0,0,0
"KEAP1","KEAP1",0,0,0
"YIF1A","YIF1A",0,0,0
"IGSF3","IGSF3",0,0,0
"ACSL4","ACSL4",0,0,0
"MYC","MYC",0,0,0
"SLC35B1","SLC35B1",0,0,0
"CYP1B1","CYP1B1",0,0,0
"ST5","ST5",0,0,0
"AP3S1","AP3S1",0,0,0
"ERLIN1","ERLIN1",0,0,0
"DECR1","DECR1",0,0,0
"RXRA","RXRA",0,0,0
"CTSK","CTSK",0,0,0
"PPP3CA","PPP3CA",0,0,0
"LPIN2","LPIN2",0,0,0
"EIF2B2","EIF2B2",0,0,0
"PFKFB3","PFKFB3",0,0,0
"PCOLCE","PCOLCE",0,0,0
"PAPD7","PAPD7",0,0,0
"CTNNAL1","CTNNAL1",0,0,0
"TMEM147","TMEM147",0,0,0
"TRIB2","TRIB2",0,0,0
"DHRS3","DHRS3",0,0,0
"FXYD3","FXYD3",0,0,0
"IKBKAP","IKBKAP",0,0,0
"ATG9A","ATG9A",0,0,0
"TBCC","TBCC",0,0,0
"EDC4","EDC4",0,0,0
"DNAJB2","DNAJB2",0,0,0
"ACADM","ACADM",0,0,0
"SNRPB2","SNRPB2",0,0,0
"SNAP25","SNAP25",0,0,0
"TNFAIP2","TNFAIP2",0,0,0
"CRMP1","CRMP1",0,0,0
"BCL7B","BCL7B",0,0,0
"MLH1","MLH1",0,0,0
"CTCF","CTCF",0,0,0
"PITPNB","PITPNB",0,0,0
"SPOCK2","SPOCK2",0,0,0
"PRSS8","PRSS8",0,0,0
"GALE","GALE",0,0,0
"PRPSAP1","PRPSAP1",0,0,0
"FADD","FADD",0,0,0
"CHMP2B","CHMP2B",0,0,0
"HMGCR","HMGCR",0,0,0
"GMFB","GMFB",0,0,0
"PRKCD","PRKCD",0,0,0
"VAMP8","VAMP8",0,0,0
"SYF2","SYF2",0,0,0
"MCRS1","MCRS1",0,0,0
"HSPA13","HSPA13",0,0,0
"ARL2","ARL2",0,0,0
"SNRPD3","SNRPD3",0,0,0
"CSNK1G2","CSNK1G2",0,0,0
"CRABP2","CRABP2",0,0,0
"DDX19A","DDX19A",0,0,0
"FOXM1","FOXM1",0,0,0
"AK1","AK1",0,0,0
"BLOC1S1","BLOC1S1",0,0,0
"LEPROTL1","LEPROTL1",0,0,0
"IRF6","IRF6",0,0,0
"NRIP1","NRIP1",0,0,0
"HTATSF1","HTATSF1",0,0,0
"NDST1","NDST1",0,0,0
"EPS8","EPS8",0,0,0
"CTPS1","CTPS1",0,0,0
"MECP2","MECP2",0,0,0
"PLOD2","PLOD2",0,0,0
"IRF3","IRF3",0,0,0
"ATXN2","ATXN2",0,0,0
"EAPP","EAPP",0,0,0
"SERPINE1","SERPINE1",0,0,0
"TOPBP1","TOPBP1",0,0,0
"POLR2K","POLR2K",0,0,0
"TNFAIP3","TNFAIP3",0,0,0
"MEN1","MEN1",0,0,0
"APBB1","APBB1",0,0,0
"MANF","MANF",0,0,0
"SERTAD2","SERTAD2",0,0,0
"PEX11B","PEX11B",0,0,0
"PSMB10","PSMB10",0,0,0
"ACTL6A","ACTL6A",0,0,0
"SLC39A7","SLC39A7",0,0,0
"EFNB2","EFNB2",0,0,0
"MAP2K1","MAP2K1",0,0,0
"ATF3","ATF3",0,0,0
"DPM1","DPM1",0,0,0
"GTF2E2","GTF2E2",0,0,0
"RNMT","RNMT",0,0,0
"AXL","AXL",0,0,0
"SNRPD1","SNRPD1",0,0,0
"STK17A","STK17A",0,0,0
"OXSR1","OXSR1",0,0,0
"TRIM26","TRIM26",0,0,0
"DUSP11","DUSP11",0,0,0
"HIST2H2BE","HIST2H2BE",0,0,0
"FMOD","FMOD",0,0,0
"BET1","BET1",0,0,0
"EFNB1","EFNB1",0,0,0
"CAD","CAD",0,0,0
"IGFBP2","IGFBP2",0,0,0
"LIG1","LIG1",0,0,0
"LTBP1","LTBP1",0,0,0
"PKIG","PKIG",0,0,0
"P4HA2","P4HA2",0,0,0
"TRIP10","TRIP10",0,0,0
"ABHD14A-ACY1","ABHD14A-ACY1",0,0,0
"SLC20A2","SLC20A2",0,0,0
"ITM2A","ITM2A",0,0,0
"WRB","WRB",0,0,0
"TFIP11","TFIP11",0,0,0
"GPC1","GPC1",0,0,0
"NELFB","NELFB",0,0,0
"RFXANK","RFXANK",0,0,0
"CASP3","CASP3",0,0,0
"STIM1","STIM1",0,0,0
"ACP2","ACP2",0,0,0
"FOSB","FOSB",0,0,0
"PIEZO1","PIEZO1",0,0,0
"HMGCL","HMGCL",0,0,0
"DNTTIP2","DNTTIP2",0,0,0
"SHOC2","SHOC2",0,0,0
"UBE2S","UBE2S",0,0,0
"OXCT1","OXCT1",0,0,0
"INPP5K","INPP5K",0,0,0
"NDUFA7","NDUFA7",0,0,0
"STK39","STK39",0,0,0
"MAPKAPK3","MAPKAPK3",0,0,0
"CLDN7","CLDN7",0,0,0
"INPP1","INPP1",0,0,0
"SACM1L","SACM1L",0,0,0
"SEC24B","SEC24B",0,0,0
"CLPP","CLPP",0,0,0
"SLC1A3","SLC1A3",0,0,0
"ABCC1","ABCC1",0,0,0
"TOM1","TOM1",0,0,0
"WBP1L","WBP1L",0,0,0
"DRG1","DRG1",0,0,0
"GAA","GAA",0,0,0
"TARBP1","TARBP1",0,0,0
"HEXIM1","HEXIM1",0,0,0
"AHR","AHR",0,0,0
"TCEB1","TCEB1",0,0,0
"VAMP7","VAMP7",0,0,0
"AGT","AGT",0,0,0
